roll_no,semester,subject_code,subject_name,grade,points,credits,credit_points
12024023,3,CS303,Computer Networks,A,8.0,4.0,32.0
12024023,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024023,3,CS304,OS Basics,A,8.0,4.0,32.0
12024023,4,CS401,Algorithms,E,9.0,4.0,36.0
12024023,4,CS402,Software Engineering,A,8.0,4.0,32.0
12024023,4,CS403,Theory of Computation,C,6.0,4.0,24.0
12024023,4,CS404,Microprocessors,E,9.0,4.0,36.0
12024023,4,CS405,Web Development,E,9.0,4.0,36.0
12024024,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024024,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024024,1,PHY101,Physics,C,6.0,4.0,24.0
12024024,1,EE101,Basic Electrical,O,10.0,4.0,40.0
12024024,1,ENG101,English,A,8.0,4.0,32.0
12024024,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024024,2,CS201,Data Structures,E,9.0,4.0,36.0
12024024,2,CS202,Digital Logic,E,9.0,4.0,36.0
12024024,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024024,2,HS201,Economics,A,8.0,4.0,32.0
12024024,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024024,3,CS302,DBMS,A,8.0,4.0,32.0
12024024,3,CS303,Computer Networks,O,10.0,4.0,40.0
12024024,3,BSM302,Mathematics-IV,C,6.0,4.0,24.0
12024024,3,CS304,OS Basics,A,8.0,4.0,32.0
12024024,4,CS401,Algorithms,B,7.0,4.0,28.0
12024024,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024024,4,CS403,Theory of Computation,A,8.0,4.0,32.0
12024024,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024024,4,CS405,Web Development,C,6.0,4.0,24.0
12024025,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024025,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024025,1,PHY101,Physics,O,10.0,4.0,40.0
12024025,1,EE101,Basic Electrical,E,9.0,4.0,36.0
12024025,1,ENG101,English,O,10.0,4.0,40.0
12024025,2,BSM301,Mathematics-III,A,8.0,4.0,32.0
12024025,2,CS201,Data Structures,O,10.0,4.0,40.0
12024025,2,CS202,Digital Logic,E,9.0,4.0,36.0
12024025,2,ME201,Engineering Mechanics,C,6.0,4.0,24.0
12024025,2,HS201,Economics,A,8.0,4.0,32.0
12024025,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024025,3,CS302,DBMS,O,10.0,4.0,40.0
12024025,3,CS303,Computer Networks,O,10.0,4.0,40.0
12024025,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024025,3,CS304,OS Basics,A,8.0,4.0,32.0
12024025,4,CS401,Algorithms,A,8.0,4.0,32.0
12024025,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024025,4,CS403,Theory of Computation,A,8.0,4.0,32.0
12024025,4,CS404,Microprocessors,E,9.0,4.0,36.0
12024025,4,CS405,Web Development,B,7.0,4.0,28.0
12024026,1,BSM101,Mathematics-I,O,10.0,4.0,40.0
12024026,1,CS101,Programming Basics,E,9.0,4.0,36.0
12024026,1,PHY101,Physics,A,8.0,4.0,32.0
12024026,1,EE101,Basic Electrical,A,8.0,4.0,32.0
12024026,1,ENG101,English,A,8.0,4.0,32.0
12024026,2,BSM301,Mathematics-III,A,8.0,4.0,32.0
12024026,2,CS201,Data Structures,C,6.0,4.0,24.0
12024026,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024026,2,ME201,Engineering Mechanics,C,6.0,4.0,24.0
12024026,2,HS201,Economics,O,10.0,4.0,40.0
12024026,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024026,3,CS302,DBMS,O,10.0,4.0,40.0
12024026,3,CS303,Computer Networks,A,8.0,4.0,32.0
12024026,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024026,3,CS304,OS Basics,A,8.0,4.0,32.0
12024026,4,CS401,Algorithms,C,6.0,4.0,24.0
12024026,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024026,4,CS403,Theory of Computation,E,9.0,4.0,36.0
12024026,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024026,4,CS405,Web Development,A,8.0,4.0,32.0
12024027,1,BSM101,Mathematics-I,A,8.0,4.0,32.0
12024027,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024027,1,PHY101,Physics,C,6.0,4.0,24.0
12024027,1,EE101,Basic Electrical,A,8.0,4.0,32.0
12024027,1,ENG101,English,A,8.0,4.0,32.0
12024027,2,BSM301,Mathematics-III,A,8.0,4.0,32.0
12024027,2,CS201,Data Structures,B,7.0,4.0,28.0
12024027,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024027,2,ME201,Engineering Mechanics,E,9.0,4.0,36.0
12024027,2,HS201,Economics,B,7.0,4.0,28.0
12024027,3,CS301,OOP with Java,E,9.0,4.0,36.0
12024027,3,CS302,DBMS,O,10.0,4.0,40.0
12024027,3,CS303,Computer Networks,O,10.0,4.0,40.0
12024027,3,BSM302,Mathematics-IV,C,6.0,4.0,24.0
12024027,3,CS304,OS Basics,E,9.0,4.0,36.0
12024027,4,CS401,Algorithms,O,10.0,4.0,40.0
12024027,4,CS402,Software Engineering,C,6.0,4.0,24.0
12024027,4,CS403,Theory of Computation,C,6.0,4.0,24.0
12024027,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024027,4,CS405,Web Development,O,10.0,4.0,40.0
12024028,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024028,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024028,1,PHY101,Physics,O,10.0,4.0,40.0
12024028,1,EE101,Basic Electrical,O,10.0,4.0,40.0
12024028,1,ENG101,English,B,7.0,4.0,28.0
12024028,2,BSM301,Mathematics-III,B,7.0,4.0,28.0
12024028,2,CS201,Data Structures,B,7.0,4.0,28.0
12024028,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024028,2,ME201,Engineering Mechanics,E,9.0,4.0,36.0
12024028,2,HS201,Economics,A,8.0,4.0,32.0
12024028,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024028,3,CS302,DBMS,A,8.0,4.0,32.0
12024028,3,CS303,Computer Networks,O,10.0,4.0,40.0
12024028,3,BSM302,Mathematics-IV,B,7.0,4.0,28.0
12024028,3,CS304,OS Basics,E,9.0,4.0,36.0
12024028,4,CS401,Algorithms,C,6.0,4.0,24.0
12024028,4,CS402,Software Engineering,O,10.0,4.0,40.0
12024028,4,CS403,Theory of Computation,A,8.0,4.0,32.0
12024028,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024028,4,CS405,Web Development,B,7.0,4.0,28.0
12024029,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024029,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024029,1,PHY101,Physics,A,8.0,4.0,32.0
12024029,1,EE101,Basic Electrical,C,6.0,4.0,24.0
12024029,1,ENG101,English,A,8.0,4.0,32.0
12024029,2,BSM301,Mathematics-III,O,10.0,4.0,40.0
12024029,2,CS201,Data Structures,A,8.0,4.0,32.0
12024029,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024029,2,ME201,Engineering Mechanics,A,8.0,4.0,32.0
12024029,2,HS201,Economics,E,9.0,4.0,36.0
12024029,3,CS301,OOP with Java,C,6.0,4.0,24.0
12024029,3,CS302,DBMS,C,6.0,4.0,24.0
12024029,3,CS303,Computer Networks,O,10.0,4.0,40.0
12024029,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024029,3,CS304,OS Basics,B,7.0,4.0,28.0
12024029,4,CS401,Algorithms,A,8.0,4.0,32.0
12024029,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024029,4,CS403,Theory of Computation,E,9.0,4.0,36.0
12024029,4,CS404,Microprocessors,A,8.0,4.0,32.0
12024029,4,CS405,Web Development,O,10.0,4.0,40.0
12024030,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024030,1,CS101,Programming Basics,A,8.0,4.0,32.0
12024030,1,PHY101,Physics,A,8.0,4.0,32.0
12024030,1,EE101,Basic Electrical,E,9.0,4.0,36.0
12024030,1,ENG101,English,O,10.0,4.0,40.0
12024030,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024030,2,CS201,Data Structures,E,9.0,4.0,36.0
12024030,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024030,2,ME201,Engineering Mechanics,A,8.0,4.0,32.0
12024030,2,HS201,Economics,A,8.0,4.0,32.0
12024030,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024030,3,CS302,DBMS,C,6.0,4.0,24.0
12024030,3,CS303,Computer Networks,E,9.0,4.0,36.0
12024030,3,BSM302,Mathematics-IV,B,7.0,4.0,28.0
12024030,3,CS304,OS Basics,B,7.0,4.0,28.0
12024030,4,CS401,Algorithms,A,8.0,4.0,32.0
12024030,4,CS402,Software Engineering,C,6.0,4.0,24.0
12024030,4,CS403,Theory of Computation,B,7.0,4.0,28.0
12024030,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024030,4,CS405,Web Development,A,8.0,4.0,32.0
12024031,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024031,1,CS101,Programming Basics,B,7.0,4.0,28.0
12024031,1,PHY101,Physics,O,10.0,4.0,40.0
12024031,1,EE101,Basic Electrical,A,8.0,4.0,32.0
12024031,1,ENG101,English,C,6.0,4.0,24.0
12024031,2,BSM301,Mathematics-III,E,9.0,4.0,36.0
12024031,2,CS201,Data Structures,E,9.0,4.0,36.0
12024031,2,CS202,Digital Logic,E,9.0,4.0,36.0
12024031,2,ME201,Engineering Mechanics,B,7.0,4.0,28.0
12024031,2,HS201,Economics,E,9.0,4.0,36.0
12024031,3,CS301,OOP with Java,C,6.0,4.0,24.0
12024031,3,CS302,DBMS,O,10.0,4.0,40.0
12024031,3,CS303,Computer Networks,C,6.0,4.0,24.0
12024031,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024031,3,CS304,OS Basics,E,9.0,4.0,36.0
12024031,4,CS401,Algorithms,A,8.0,4.0,32.0
12024031,4,CS402,Software Engineering,O,10.0,4.0,40.0
12024031,4,CS403,Theory of Computation,A,8.0,4.0,32.0
12024031,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024031,4,CS405,Web Development,A,8.0,4.0,32.0
12024032,1,BSM101,Mathematics-I,C,6.0,4.0,24.0
12024032,1,CS101,Programming Basics,B,7.0,4.0,28.0
12024032,1,PHY101,Physics,O,10.0,4.0,40.0
12024032,1,EE101,Basic Electrical,E,9.0,4.0,36.0
12024032,1,ENG101,English,E,9.0,4.0,36.0
12024032,2,BSM301,Mathematics-III,A,8.0,4.0,32.0
12024032,2,CS201,Data Structures,A,8.0,4.0,32.0
12024032,2,CS202,Digital Logic,E,9.0,4.0,36.0
12024032,2,ME201,Engineering Mechanics,E,9.0,4.0,36.0
12024032,2,HS201,Economics,A,8.0,4.0,32.0
12024032,3,CS301,OOP with Java,C,6.0,4.0,24.0
12024032,3,CS302,DBMS,O,10.0,4.0,40.0
12024032,3,CS303,Computer Networks,E,9.0,4.0,36.0
12024032,3,BSM302,Mathematics-IV,C,6.0,4.0,24.0
12024032,3,CS304,OS Basics,E,9.0,4.0,36.0
12024032,4,CS401,Algorithms,O,10.0,4.0,40.0
12024032,4,CS402,Software Engineering,E,9.0,4.0,36.0
12024032,4,CS403,Theory of Computation,O,10.0,4.0,40.0
12024032,4,CS404,Microprocessors,B,7.0,4.0,28.0
12024032,4,CS405,Web Development,C,6.0,4.0,24.0
12024033,1,BSM101,Mathematics-I,A,8.0,4.0,32.0
12024033,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024033,1,PHY101,Physics,O,10.0,4.0,40.0
12024033,1,EE101,Basic Electrical,C,6.0,4.0,24.0
12024033,1,ENG101,English,E,9.0,4.0,36.0
12024033,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024033,2,CS201,Data Structures,E,9.0,4.0,36.0
12024033,2,CS202,Digital Logic,B,7.0,4.0,28.0
12024033,2,ME201,Engineering Mechanics,B,7.0,4.0,28.0
12024033,2,HS201,Economics,E,9.0,4.0,36.0
12024033,3,CS301,OOP with Java,E,9.0,4.0,36.0
12024033,3,CS302,DBMS,O,10.0,4.0,40.0
12024033,3,CS303,Computer Networks,E,9.0,4.0,36.0
12024033,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024033,3,CS304,OS Basics,B,7.0,4.0,28.0
12024033,4,CS401,Algorithms,E,9.0,4.0,36.0
12024033,4,CS402,Software Engineering,A,8.0,4.0,32.0
12024033,4,CS403,Theory of Computation,B,7.0,4.0,28.0
12024033,4,CS404,Microprocessors,O,10.0,4.0,40.0
12024033,4,CS405,Web Development,B,7.0,4.0,28.0
12024034,1,BSM101,Mathematics-I,O,10.0,4.0,40.0
12024034,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024034,1,PHY101,Physics,O,10.0,4.0,40.0
12024034,1,EE101,Basic Electrical,O,10.0,4.0,40.0
12024034,1,ENG101,English,O,10.0,4.0,40.0
12024034,2,BSM301,Mathematics-III,A,8.0,4.0,32.0
12024034,2,CS201,Data Structures,C,6.0,4.0,24.0
12024034,2,CS202,Digital Logic,A,8.0,4.0,32.0
12024034,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024034,2,HS201,Economics,E,9.0,4.0,36.0
12024034,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024034,3,CS302,DBMS,C,6.0,4.0,24.0
12024034,3,CS303,Computer Networks,E,9.0,4.0,36.0
12024034,3,BSM302,Mathematics-IV,B,7.0,4.0,28.0
12024034,3,CS304,OS Basics,O,10.0,4.0,40.0
12024034,4,CS401,Algorithms,E,9.0,4.0,36.0
12024034,4,CS402,Software Engineering,E,9.0,4.0,36.0
12024034,4,CS403,Theory of Computation,C,6.0,4.0,24.0
12024034,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024034,4,CS405,Web Development,A,8.0,4.0,32.0
12024035,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024035,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024035,1,PHY101,Physics,A,8.0,4.0,32.0
12024035,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024035,1,ENG101,English,E,9.0,4.0,36.0
12024035,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024035,2,CS201,Data Structures,B,7.0,4.0,28.0
12024035,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024035,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024035,2,HS201,Economics,B,7.0,4.0,28.0
12024035,3,CS301,OOP with Java,C,6.0,4.0,24.0
12024035,3,CS302,DBMS,A,8.0,4.0,32.0
12024035,3,CS303,Computer Networks,C,6.0,4.0,24.0
12024035,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024035,3,CS304,OS Basics,C,6.0,4.0,24.0
12024035,4,CS401,Algorithms,B,7.0,4.0,28.0
12024035,4,CS402,Software Engineering,A,8.0,4.0,32.0
12024035,4,CS403,Theory of Computation,C,6.0,4.0,24.0
12024035,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024035,4,CS405,Web Development,O,10.0,4.0,40.0
12024036,1,BSM101,Mathematics-I,C,6.0,4.0,24.0
12024036,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024036,1,PHY101,Physics,E,9.0,4.0,36.0
12024036,1,EE101,Basic Electrical,C,6.0,4.0,24.0
12024036,1,ENG101,English,A,8.0,4.0,32.0
12024036,2,BSM301,Mathematics-III,O,10.0,4.0,40.0
12024036,2,CS201,Data Structures,E,9.0,4.0,36.0
12024036,2,CS202,Digital Logic,A,8.0,4.0,32.0
12024036,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024036,2,HS201,Economics,A,8.0,4.0,32.0
12024036,3,CS301,OOP with Java,E,9.0,4.0,36.0
12024036,3,CS302,DBMS,O,10.0,4.0,40.0
12024036,3,CS303,Computer Networks,A,8.0,4.0,32.0
12024036,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024036,3,CS304,OS Basics,A,8.0,4.0,32.0
12024036,4,CS401,Algorithms,C,6.0,4.0,24.0
12024036,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024036,4,CS403,Theory of Computation,O,10.0,4.0,40.0
12024036,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024036,4,CS405,Web Development,B,7.0,4.0,28.0
12024037,1,BSM101,Mathematics-I,A,8.0,4.0,32.0
12024037,1,CS101,Programming Basics,E,9.0,4.0,36.0
12024037,1,PHY101,Physics,B,7.0,4.0,28.0
12024037,1,EE101,Basic Electrical,A,8.0,4.0,32.0
12024037,1,ENG101,English,A,8.0,4.0,32.0
12024037,2,BSM301,Mathematics-III,O,10.0,4.0,40.0
12024037,2,CS201,Data Structures,E,9.0,4.0,36.0
12024037,2,CS202,Digital Logic,A,8.0,4.0,32.0
12024037,2,ME201,Engineering Mechanics,E,9.0,4.0,36.0
12024037,2,HS201,Economics,O,10.0,4.0,40.0
12024037,3,CS301,OOP with Java,E,9.0,4.0,36.0
12024037,3,CS302,DBMS,O,10.0,4.0,40.0
12024037,3,CS303,Computer Networks,C,6.0,4.0,24.0
12024037,3,BSM302,Mathematics-IV,C,6.0,4.0,24.0
12024037,3,CS304,OS Basics,O,10.0,4.0,40.0
12024037,4,CS401,Algorithms,C,6.0,4.0,24.0
12024037,4,CS402,Software Engineering,C,6.0,4.0,24.0
12024037,4,CS403,Theory of Computation,C,6.0,4.0,24.0
12024037,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024037,4,CS405,Web Development,C,6.0,4.0,24.0
12024038,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024038,1,CS101,Programming Basics,A,8.0,4.0,32.0
12024038,1,PHY101,Physics,B,7.0,4.0,28.0
12024038,1,EE101,Basic Electrical,A,8.0,4.0,32.0
12024038,1,ENG101,English,B,7.0,4.0,28.0
12024038,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024038,2,CS201,Data Structures,A,8.0,4.0,32.0
12024038,2,CS202,Digital Logic,A,8.0,4.0,32.0
12024038,2,ME201,Engineering Mechanics,A,8.0,4.0,32.0
12024038,2,HS201,Economics,A,8.0,4.0,32.0
12024038,3,CS301,OOP with Java,E,9.0,4.0,36.0
12024038,3,CS302,DBMS,B,7.0,4.0,28.0
12024038,3,CS303,Computer Networks,C,6.0,4.0,24.0
12024038,3,BSM302,Mathematics-IV,O,10.0,4.0,40.0
12024038,3,CS304,OS Basics,B,7.0,4.0,28.0
12024038,4,CS401,Algorithms,O,10.0,4.0,40.0
12024038,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024038,4,CS403,Theory of Computation,B,7.0,4.0,28.0
12024038,4,CS404,Microprocessors,C,6.0,4.0,24.0
12024038,4,CS405,Web Development,C,6.0,4.0,24.0
12024039,1,BSM101,Mathematics-I,A,8.0,4.0,32.0
12024039,1,CS101,Programming Basics,B,7.0,4.0,28.0
12024039,1,PHY101,Physics,A,8.0,4.0,32.0
12024039,1,EE101,Basic Electrical,B,7.0,4.0,28.0
12024039,1,ENG101,English,B,7.0,4.0,28.0
12024039,2,BSM301,Mathematics-III,O,10.0,4.0,40.0
12024039,2,CS201,Data Structures,O,10.0,4.0,40.0
12024039,2,CS202,Digital Logic,C,6.0,4.0,24.0
12024039,2,ME201,Engineering Mechanics,E,9.0,4.0,36.0
12024039,2,HS201,Economics,A,8.0,4.0,32.0
12024039,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024039,3,CS302,DBMS,O,10.0,4.0,40.0
12024039,3,CS303,Computer Networks,C,6.0,4.0,24.0
12024039,3,BSM302,Mathematics-IV,A,8.0,4.0,32.0
12024039,3,CS304,OS Basics,B,7.0,4.0,28.0
12024039,4,CS401,Algorithms,B,7.0,4.0,28.0
12024039,4,CS402,Software Engineering,C,6.0,4.0,24.0
12024039,4,CS403,Theory of Computation,E,9.0,4.0,36.0
12024039,4,CS404,Microprocessors,A,8.0,4.0,32.0
12024039,4,CS405,Web Development,A,8.0,4.0,32.0
12024040,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024040,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024040,1,PHY101,Physics,E,9.0,4.0,36.0
12024040,1,EE101,Basic Electrical,E,9.0,4.0,36.0
12024040,1,ENG101,English,O,10.0,4.0,40.0
12024040,2,BSM301,Mathematics-III,E,9.0,4.0,36.0
12024040,2,CS201,Data Structures,E,9.0,4.0,36.0
12024040,2,CS202,Digital Logic,A,8.0,4.0,32.0
12024040,2,ME201,Engineering Mechanics,E,9.0,4.0,36.0
12024040,2,HS201,Economics,C,6.0,4.0,24.0
12024040,3,CS301,OOP with Java,A,8.0,4.0,32.0
12024040,3,CS302,DBMS,E,9.0,4.0,36.0
12024040,3,CS303,Computer Networks,C,6.0,4.0,24.0
12024040,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024040,3,CS304,OS Basics,C,6.0,4.0,24.0
12024040,4,CS401,Algorithms,O,10.0,4.0,40.0
12024040,4,CS402,Software Engineering,E,9.0,4.0,36.0
12024040,4,CS403,Theory of Computation,B,7.0,4.0,28.0
12024040,4,CS404,Microprocessors,O,10.0,4.0,40.0
12024040,4,CS405,Web Development,E,9.0,4.0,36.0
12024041,1,BSM101,Mathematics-I,B,7.0,4.0,28.0
12024041,1,CS101,Programming Basics,A,8.0,4.0,32.0
12024041,1,PHY101,Physics,C,6.0,4.0,24.0
12024041,1,EE101,Basic Electrical,O,10.0,4.0,40.0
12024041,1,ENG101,English,E,9.0,4.0,36.0
12024041,2,BSM301,Mathematics-III,A,8.0,4.0,32.0
12024041,2,CS201,Data Structures,C,6.0,4.0,24.0
12024041,2,CS202,Digital Logic,E,9.0,4.0,36.0
12024041,2,ME201,Engineering Mechanics,O,10.0,4.0,40.0
12024041,2,HS201,Economics,C,6.0,4.0,24.0
12024041,3,CS301,OOP with Java,E,9.0,4.0,36.0
12024041,3,CS302,DBMS,B,7.0,4.0,28.0
12024041,3,CS303,Computer Networks,E,9.0,4.0,36.0
12024041,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024041,3,CS304,OS Basics,E,9.0,4.0,36.0
12024041,4,CS401,Algorithms,E,9.0,4.0,36.0
12024041,4,CS402,Software Engineering,E,9.0,4.0,36.0
12024041,4,CS403,Theory of Computation,C,6.0,4.0,24.0
12024041,4,CS404,Microprocessors,O,10.0,4.0,40.0
12024041,4,CS405,Web Development,O,10.0,4.0,40.0
12024042,1,BSM101,Mathematics-I,C,6.0,4.0,24.0
12024042,1,CS101,Programming Basics,E,9.0,4.0,36.0
12024042,1,PHY101,Physics,A,8.0,4.0,32.0
12024042,1,EE101,Basic Electrical,E,9.0,4.0,36.0
12024042,1,ENG101,English,A,8.0,4.0,32.0
12024042,2,BSM301,Mathematics-III,E,9.0,4.0,36.0
12024042,2,CS201,Data Structures,E,9.0,4.0,36.0
12024042,2,CS202,Digital Logic,O,10.0,4.0,40.0
12024042,2,ME201,Engineering Mechanics,C,6.0,4.0,24.0
12024042,2,HS201,Economics,A,8.0,4.0,32.0
12024042,3,CS301,OOP with Java,C,6.0,4.0,24.0
12024042,3,CS302,DBMS,C,6.0,4.0,24.0
12024042,3,CS303,Computer Networks,O,10.0,4.0,40.0
12024042,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024042,3,CS304,OS Basics,O,10.0,4.0,40.0
12024042,4,CS401,Algorithms,B,7.0,4.0,28.0
12024042,4,CS402,Software Engineering,O,10.0,4.0,40.0
12024042,4,CS403,Theory of Computation,B,7.0,4.0,28.0
12024042,4,CS404,Microprocessors,A,8.0,4.0,32.0
12024042,4,CS405,Web Development,A,8.0,4.0,32.0
12024043,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024043,1,CS101,Programming Basics,A,8.0,4.0,32.0
12024043,1,PHY101,Physics,A,8.0,4.0,32.0
12024043,1,EE101,Basic Electrical,E,9.0,4.0,36.0
12024043,1,ENG101,English,E,9.0,4.0,36.0
12024043,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024043,2,CS201,Data Structures,O,10.0,4.0,40.0
12024043,2,CS202,Digital Logic,O,10.0,4.0,40.0
12024043,2,ME201,Engineering Mechanics,E,9.0,4.0,36.0
12024043,2,HS201,Economics,C,6.0,4.0,24.0
12024043,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024043,3,CS302,DBMS,B,7.0,4.0,28.0
12024043,3,CS303,Computer Networks,O,10.0,4.0,40.0
12024043,3,BSM302,Mathematics-IV,C,6.0,4.0,24.0
12024043,3,CS304,OS Basics,C,6.0,4.0,24.0
12024043,4,CS401,Algorithms,C,6.0,4.0,24.0
12024043,4,CS402,Software Engineering,B,7.0,4.0,28.0
12024043,4,CS403,Theory of Computation,A,8.0,4.0,32.0
12024043,4,CS404,Microprocessors,E,9.0,4.0,36.0
12024043,4,CS405,Web Development,C,6.0,4.0,24.0
12024044,1,BSM101,Mathematics-I,O,10.0,4.0,40.0
12024044,1,CS101,Programming Basics,C,6.0,4.0,24.0
12024044,1,PHY101,Physics,B,7.0,4.0,28.0
12024044,1,EE101,Basic Electrical,E,9.0,4.0,36.0
12024044,1,ENG101,English,C,6.0,4.0,24.0
12024044,2,BSM301,Mathematics-III,E,9.0,4.0,36.0
12024044,2,CS201,Data Structures,A,8.0,4.0,32.0
12024044,2,CS202,Digital Logic,E,9.0,4.0,36.0
12024044,2,ME201,Engineering Mechanics,A,8.0,4.0,32.0
12024044,2,HS201,Economics,E,9.0,4.0,36.0
12024044,3,CS301,OOP with Java,C,6.0,4.0,24.0
12024044,3,CS302,DBMS,C,6.0,4.0,24.0
12024044,3,CS303,Computer Networks,B,7.0,4.0,28.0
12024044,3,BSM302,Mathematics-IV,E,9.0,4.0,36.0
12024044,3,CS304,OS Basics,A,8.0,4.0,32.0
12024044,4,CS401,Algorithms,E,9.0,4.0,36.0
12024044,4,CS402,Software Engineering,O,10.0,4.0,40.0
12024044,4,CS403,Theory of Computation,A,8.0,4.0,32.0
12024044,4,CS404,Microprocessors,O,10.0,4.0,40.0
12024044,4,CS405,Web Development,A,8.0,4.0,32.0
12024045,1,BSM101,Mathematics-I,E,9.0,4.0,36.0
12024045,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024045,1,PHY101,Physics,B,7.0,4.0,28.0
12024045,1,EE101,Basic Electrical,E,9.0,4.0,36.0
12024045,1,ENG101,English,O,10.0,4.0,40.0
12024045,2,BSM301,Mathematics-III,C,6.0,4.0,24.0
12024045,2,CS201,Data Structures,B,7.0,4.0,28.0
12024045,2,CS202,Digital Logic,O,10.0,4.0,40.0
12024045,2,ME201,Engineering Mechanics,C,6.0,4.0,24.0
12024045,2,HS201,Economics,O,10.0,4.0,40.0
12024045,3,CS301,OOP with Java,O,10.0,4.0,40.0
12024045,3,CS302,DBMS,A,8.0,4.0,32.0
12024045,3,CS303,Computer Networks,A,8.0,4.0,32.0
12024045,3,BSM302,Mathematics-IV,C,6.0,4.0,24.0
12024045,3,CS304,OS Basics,B,7.0,4.0,28.0
12024045,4,CS401,Algorithms,C,6.0,4.0,24.0
12024045,4,CS402,Software Engineering,E,9.0,4.0,36.0
12024045,4,CS403,Theory of Computation,O,10.0,4.0,40.0
12024045,4,CS404,Microprocessors,O,10.0,4.0,40.0
12024045,4,CS405,Web Development,E,9.0,4.0,36.0
12024046,1,BSM101,Mathematics-I,C,6.0,4.0,24.0
12024046,1,CS101,Programming Basics,O,10.0,4.0,40.0
12024046,1,PHY101,Physics,B,7.0,4.0,28.0
12024046,1,EE101,Basic Electrical,C,6.0,4.0,24.0
12024046,1,ENG101,English,C,6.0,4.0,24.0
